"name","category","size","duration","format","profile","hdr","bitrate","framerate","resolution","audios","subtitles","audio_langs","subtitle_langs"
"Saga of Tanya the Evil (2017) - S00E03 - Mini Episode 02 [HDTV-1080p][Opus 2.0][x265].mkv","anime","0.02 GiB","00:02:31","HEVC","Main 10","-","695 kb/s","23.976","1920x1080","[ja, Opus, 190 kb/s, 2ch, default]","[en, ASS, default]","ja","en"
"Saga of Tanya the Evil (2017) - S00E09 - Mini Episode 07 [HDTV-1080p][Opus 2.0][x265].mkv","anime","0.01 GiB","00:02:31","HEVC","Main 10","-","460 kb/s","23.976","1920x1080","[ja, Opus, 196 kb/s, 2ch, default]","[en, ASS, default]","ja","en"
"Saga of Tanya the Evil (2017) - S01E05 - 005 - My First Battalion [HDTV-1080p][Opus 5.1][EN+JA][x265 10bit].mkv","anime","0.49 GiB","00:23:40","HEVC","Main 10","-","2452 kb/s","23.976","1920x1080","[en, Opus, 280 kb/s, 6ch, default]; [ja, Opus, 192 kb/s, 2ch]","[en, ASS, default|forced]; [en, ASS, default]","en,ja","en"
"Saga of Tanya the Evil (2017) - S01E02 - 002 - Prologue [HDTV-1080p][Opus 5.1][EN+JA][x265 10bit].mkv","anime","0.46 GiB","00:23:41","HEVC","Main 10","-","2204 kb/s","23.976","1920x1080","[en, Opus, 294 kb/s, 6ch, default]; [ja, Opus, 192 kb/s, 2ch]","[en, ASS, default|forced]; [en, ASS, default]","en,ja","en"
"Saga of Tanya the Evil (2017) - S00E07 - Mini Episode 06 [HDTV-1080p][Opus 2.0][x265].mkv","anime","0.01 GiB","00:02:31","HEVC","Main 10","-","482 kb/s","23.976","1920x1080","[ja, Opus, 199 kb/s, 2ch, default]","[en, ASS, default]","ja","en"
"Saga of Tanya the Evil (2017) - S00E13 - Mini Episode 11 [HDTV-1080p][Opus 2.0][x265].mkv","anime","0.01 GiB","00:02:32","HEVC","Main 10","-","517 kb/s","23.976","1920x1080","[ja, Opus, 189 kb/s, 2ch, default]","[en, ASS, default]","ja","en"
"Saga of Tanya the Evil (2017) - S01E10 - 010 - The Path to Victory [HDTV-1080p][Opus 5.1][EN+JA][x265 10bit].mkv","anime","0.52 GiB","00:23:40","HEVC","Main 10","-","2596 kb/s","23.976","1920x1080","[en, Opus, 277 kb/s, 6ch, default]; [ja, Opus, 190 kb/s, 2ch]","[en, ASS, default|forced]; [en, ASS, default]","en,ja","en"
"Saga of Tanya the Evil (2017) - S01E08 - 008 - Trial by Fire [HDTV-1080p][Opus 5.1][EN+JA][x265 10bit].mkv","anime","0.54 GiB","00:23:41","HEVC","Main 10","-","2696 kb/s","23.976","1920x1080","[en, Opus, 288 kb/s, 6ch, default]; [ja, Opus, 192 kb/s, 2ch]","[en, ASS, default|forced]; [en, ASS, default]","en,ja","en"
"Saga of Tanya the Evil (2017) - S01E01 - 001 - The Devil of the Rhine [HDTV-1080p][Opus 5.1][EN+JA][x265 10bit].mkv","anime","0.5 GiB","00:23:40","HEVC","Main 10","-","2480 kb/s","23.976","1920x1080","[en, Opus, 284 kb/s, 6ch, default]; [ja, Opus, 191 kb/s, 2ch]","[en, ASS, default|forced]; [en, ASS, default]","en,ja","en"
"Saga of Tanya the Evil (2017) - S01E06 - 006 - Beginning of Madness [HDTV-1080p][Opus 5.1][EN+JA][x265 10bit].mkv","anime","0.47 GiB","00:23:41","HEVC","Main 10","-","2274 kb/s","23.976","1920x1080","[en, Opus, 284 kb/s, 6ch, default]; [ja, Opus, 191 kb/s, 2ch]","[en, ASS, default|forced]; [en, ASS, default]","en,ja","en"
"Saga of Tanya the Evil (2017) - S01E07 - 007 - The Battle of the Fjord [HDTV-1080p][Opus 5.1][EN+JA][x265 10bit].mkv","anime","0.55 GiB","00:23:40","HEVC","Main 10","-","2794 kb/s","23.976","1920x1080","[en, Opus, 293 kb/s, 6ch, default]; [ja, Opus, 193 kb/s, 2ch]","[en, ASS, default|forced]; [en, ASS, default]","en,ja","en"
"Saga of Tanya the Evil (2017) - S01E03 - 003 - Deus Vult [HDTV-1080p][Opus 5.1][EN+JA][x265 10bit].mkv","anime","0.5 GiB","00:23:41","HEVC","Main 10","-","2433 kb/s","23.976","1920x1080","[en, Opus, 282 kb/s, 6ch, default]; [ja, Opus, 192 kb/s, 2ch]","[en, ASS, default|forced]; [en, ASS, default]","en,ja","en"
"Saga of Tanya the Evil (2017) - S01E12 - 012 - How to Use a Victory [HDTV-1080p][Opus 5.1][EN+JA][x265 10bit].mkv","anime","0.41 GiB","00:23:41","HEVC","Main 10","-","1925 kb/s","23.976","1920x1080","[en, Opus, 290 kb/s, 6ch, default]; [ja, Opus, 190 kb/s, 2ch]","[en, ASS, default|forced]; [en, ASS, default]","en,ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S00E06 - Re-ZERO ~Starting Break Time From Zero~ World 2-3 [HDTV-1080p][Opus 2.0][x265].mkv","anime","0.01 GiB","00:02:31","HEVC","Main 10","-","474 kb/s","23.976","1920x1080","[ja, Opus, 198 kb/s, 2ch, default]","[en, ASS, default]","ja","en"
"Saga of Tanya the Evil (2017) - S01E04 - 004 - Campus Life [HDTV-1080p][Opus 5.1][EN+JA][x265 10bit].mkv","anime","0.47 GiB","00:23:41","HEVC","Main 10","-","2290 kb/s","23.976","1920x1080","[en, Opus, 290 kb/s, 6ch, default]; [ja, Opus, 196 kb/s, 2ch]","[en, ASS, default|forced]; [en, ASS, default]","en,ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S00E53 - Re-Zero Starting Break Time from Zero Meilis Diary [HDTV-1080p][Opus 2.0][x265].mkv","anime","0.02 GiB","00:03:01","HEVC","Main 10","-","523 kb/s","23.976","1920x1080","[ja, Opus, 193 kb/s, 2ch, default]","[en, ASS, default]","ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S00E14 - Re-PETIT 3 The Master and His Maids [HDTV-1080p][Opus 2.0][x265].mkv","anime","0.01 GiB","00:02:31","HEVC","Main 10","-","501 kb/s","23.976","1920x1080","[ja, Opus, 199 kb/s, 2ch, default]","[en, ASS, default]","ja","en"
"Saga of Tanya the Evil (2017) - S01E11 - 011 - Resistance [HDTV-1080p][Opus 5.1][EN+JA][x265 10bit].mkv","anime","0.61 GiB","00:23:41","HEVC","Main 10","-","3126 kb/s","23.976","1920x1080","[en, Opus, 288 kb/s, 6ch, default]; [ja, Opus, 189 kb/s, 2ch]","[en, ASS, default|forced]; [en, ASS, default]","en,ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S00E41 - Re-Zero Starting Break Time from Zero Maids Days 03 [HDTV-1080p][Opus 2.0][x265].mkv","anime","0.02 GiB","00:03:01","HEVC","Main 10","-","696 kb/s","23.976","1920x1080","[ja, Opus, 193 kb/s, 2ch, default]","[en, ASS, default]","ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S00E54 - Re-Zero Starting Break Time from Zero Ottos Diary 11 [HDTV-1080p][Opus 2.0][x265].mkv","anime","0.02 GiB","00:03:01","HEVC","Main 10","-","696 kb/s","23.976","1920x1080","[ja, Opus, 196 kb/s, 2ch, default]","[en, ASS, default]","ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S00E17 - Re-PETIT 6 Greed That Isnt a Pig's [HDTV-1080p][Opus 2.0][x265].mkv","anime","0.01 GiB","00:02:31","HEVC","Main 10","-","490 kb/s","23.976","1920x1080","[ja, Opus, 198 kb/s, 2ch, default]","[en, ASS, default]","ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S00E49 - Re-Zero Starting Break Time from Zero Diary of the Dark Work Sisters 2 [HDTV-1080p][Opus 2.0][x265].mkv","anime","0.01 GiB","00:03:01","HEVC","Main 10","-","488 kb/s","23.976","1920x1080","[ja, Opus, 193 kb/s, 2ch, default]","[en, ASS, default]","ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S00E47 - Re-Zero Starting Break Time from Zero Days Waiting for the Gospel [HDTV-1080p][Opus 2.0][x265].mkv","anime","0.02 GiB","00:03:01","HEVC","Main 10","-","682 kb/s","23.976","1920x1080","[ja, Opus, 195 kb/s, 2ch, default]","[en, ASS, default]","ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S00E50 - Re-Zero Starting Break Time from Zero Ottos Diary 10 [HDTV-1080p][Opus 2.0][x265].mkv","anime","0.01 GiB","00:03:01","HEVC","Main 10","-","406 kb/s","23.976","1920x1080","[ja, Opus, 201 kb/s, 2ch, default]","[en, ASS, default]","ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S00E48 - Re-Zero Starting Break Time from Zero Ottos Diary 9 [HDTV-1080p][Opus 2.0][x265].mkv","anime","0.02 GiB","00:03:01","HEVC","Main 10","-","779 kb/s","23.976","1920x1080","[ja, Opus, 195 kb/s, 2ch, default]","[en, ASS, default]","ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S00E51 - Re-Zero Starting Break Time from Zero The Stone of the Miracle the Path to the Miracle [HDTV-1080p][Opus 2.0][x265].mkv","anime","0.02 GiB","00:03:01","HEVC","Main 10","-","580 kb/s","23.976","1920x1080","[ja, Opus, 199 kb/s, 2ch, default]","[en, ASS, default]","ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S00E33 - Re-Zero Starting Break Time from Zero The Diary of Petras Struggles 01 [HDTV-1080p][Opus 2.0][x265].mkv","anime","0.03 GiB","00:03:01","HEVC","Main 10","-","1093 kb/s","23.976","1920x1080","[ja, Opus, 198 kb/s, 2ch, default]","[en, ASS, default]","ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S00E52 - Re-Zero Starting Break Time from Zero Witches Tea Party [HDTV-1080p][Opus 2.0][x265].mkv","anime","0.02 GiB","00:03:01","HEVC","Main 10","-","793 kb/s","23.976","1920x1080","[ja, Opus, 190 kb/s, 2ch, default]","[en, ASS, default]","ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S00E37 - Re-Zero Starting Break Time from Zero Maids Days 01 [HDTV-1080p][Opus 2.0][x265].mkv","anime","0.02 GiB","00:03:01","HEVC","Main 10","-","680 kb/s","23.976","1920x1080","[ja, Opus, 200 kb/s, 2ch, default]","[en, ASS, default]","ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S00E16 - Re-PETIT 5 Ditz [HDTV-1080p][Opus 2.0][x265].mkv","anime","0.02 GiB","00:02:31","HEVC","Main 10","-","643 kb/s","23.976","1920x1080","[ja, Opus, 197 kb/s, 2ch, default]","[en, ASS, default]","ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S00E28 - Frozen Bonds [HDTV-1080p][AAC 2.0][x265].mkv","anime","1.62 GiB","01:16:22","HEVC","Main 10","-","2628 kb/s","23.976","1920x1080","[en, AAC, 199 kb/s, 2ch, default]; [ja, Opus, 181 kb/s, 2ch]","[en, ASS, default|forced]; [en, ASS, default]","en,ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S00E19 - Re-PETIT 8 The Day of the Battle [HDTV-1080p][Opus 2.0][x265].mkv","anime","0.01 GiB","00:02:31","HEVC","Main 10","-","539 kb/s","23.976","1920x1080","[ja, Opus, 195 kb/s, 2ch, default]","[en, ASS, default]","ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S00E02 - Re-ZERO ~Starting Break Time From Zero~ World 1-4 Side A [HDTV-1080p][Opus 2.0][x265].mkv","anime","0.01 GiB","00:02:31","HEVC","Main 10","-","508 kb/s","23.976","1920x1080","[ja, Opus, 198 kb/s, 2ch, default]","[en, ASS, default]","ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S00E09 - Re-ZERO ~Starting Break Time From Zero~ World 2-5 Side B [HDTV-1080p][Opus 2.0][x265].mkv","anime","0.01 GiB","00:02:31","HEVC","Main 10","-","464 kb/s","23.976","1920x1080","[ja, Opus, 201 kb/s, 2ch, default]","[en, ASS, default]","ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S00E05 - Re-ZERO ~Starting Break Time From Zero~ World 2-2 [HDTV-1080p][Opus 2.0][x265].mkv","anime","0.02 GiB","00:02:31","HEVC","Main 10","-","1117 kb/s","23.976","1920x1080","[ja, Opus, 199 kb/s, 2ch, default]","[en, ASS, default]","ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S00E21 - Re-PETIT 10 Against the Worlds Desires [HDTV-1080p][Opus 2.0][x265].mkv","anime","0.03 GiB","00:02:31","HEVC","Main 10","-","1218 kb/s","23.976","1920x1080","[ja, Opus, 195 kb/s, 2ch, default]","[en, ASS, default]","ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S00E38 - Re-Zero Starting Break Time from Zero Fang of Iron Report [HDTV-1080p][Opus 2.0][x265].mkv","anime","0.02 GiB","00:03:01","HEVC","Main 10","-","563 kb/s","23.976","1920x1080","[ja, Opus, 194 kb/s, 2ch, default]","[en, ASS, default]","ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S00E35 - Re-Zero Starting Break Time from Zero Ottos Diary 05 [HDTV-1080p][Opus 2.0][x265].mkv","anime","0.02 GiB","00:03:01","HEVC","Main 10","-","567 kb/s","23.976","1920x1080","[ja, Opus, 195 kb/s, 2ch, default]","[en, ASS, default]","ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S00E08 - Re-ZERO ~Starting Break Time From Zero~ World 2-5 Side A [HDTV-1080p][Opus 2.0][x265].mkv","anime","0.01 GiB","00:02:31","HEVC","Main 10","-","438 kb/s","23.976","1920x1080","[ja, Opus, 200 kb/s, 2ch, default]","[en, ASS, default]","ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S00E23 - Re-PETIT 12 Buy It [HDTV-1080p][Opus 2.0][x265].mkv","anime","0.01 GiB","00:02:31","HEVC","Main 10","-","478 kb/s","23.976","1920x1080","[ja, Opus, 195 kb/s, 2ch, default]","[en, ASS, default]","ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S00E18 - Re-PETIT 7 From Zero [HDTV-1080p][Opus 2.0][x265].mkv","anime","0.02 GiB","00:02:31","HEVC","Main 10","-","657 kb/s","23.976","1920x1080","[ja, Opus, 194 kb/s, 2ch, default]","[en, ASS, default]","ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S00E01 - Re-ZERO ~Starting Break Time From Zero~ World 1-1 [HDTV-1080p][Opus 2.0][x265].mkv","anime","0.02 GiB","00:02:31","HEVC","Main 10","-","515 kb/s","23.976","1920x1080","[ja, Opus, 198 kb/s, 2ch, default]","[en, ASS, default]","ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S00E25 - Re-PETIT 14 Thats All This Promotion Is About [HDTV-1080p][Opus 2.0][x265].mkv","anime","0.01 GiB","00:02:31","HEVC","Main 10","-","528 kb/s","23.976","1920x1080","[ja, Opus, 190 kb/s, 2ch, default]","[en, ASS, default]","ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S00E39 - Re-Zero Starting Break Time from Zero Maids Days 02 [HDTV-1080p][Opus 2.0][x265].mkv","anime","0.02 GiB","00:03:01","HEVC","Main 10","-","613 kb/s","23.976","1920x1080","[ja, Opus, 199 kb/s, 2ch, default]","[en, ASS, default]","ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S00E12 - Re-PETIT 1 Return to School [HDTV-1080p][Opus 2.0][x265].mkv","anime","0.01 GiB","00:02:31","HEVC","Main 10","-","478 kb/s","23.976","1920x1080","[ja, Opus, 196 kb/s, 2ch, default]","[en, ASS, default]","ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S00E44 - Re-Zero Starting Break Time from Zero Fang of Iron Report 2 [HDTV-1080p][Opus 2.0][x265].mkv","anime","0.02 GiB","00:03:01","HEVC","Main 10","-","626 kb/s","23.976","1920x1080","[ja, Opus, 195 kb/s, 2ch, default]","[en, ASS, default]","ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S00E07 - Re-ZERO ~Starting Break Time From Zero~ World 2-4 [HDTV-1080p][Opus 2.0][x265].mkv","anime","0.01 GiB","00:02:31","HEVC","Main 10","-","485 kb/s","23.976","1920x1080","[ja, Opus, 202 kb/s, 2ch, default]","[en, ASS, default]","ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S00E22 - Re-PETIT 11 Climax This and That [HDTV-1080p][Opus 2.0][x265].mkv","anime","0.01 GiB","00:02:31","HEVC","Main 10","-","487 kb/s","23.976","1920x1080","[ja, Opus, 197 kb/s, 2ch, default]","[en, ASS, default]","ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S00E24 - Re-PETIT 13 The Book the Lion King Saw [HDTV-1080p][Opus 2.0][x265].mkv","anime","0.01 GiB","00:02:31","HEVC","Main 10","-","516 kb/s","23.976","1920x1080","[ja, Opus, 197 kb/s, 2ch, default]","[en, ASS, default]","ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S00E30 - Re-Zero Starting Break Time from Zero Ottos Diary 01 [HDTV-1080p][Opus 2.0][x265].mkv","anime","0.02 GiB","00:03:01","HEVC","Main 10","-","871 kb/s","23.976","1920x1080","[ja, Opus, 129 kb/s, 2ch, default]","[en, ASS, default]","ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S00E43 - Re-Zero Starting Break Time from Zero Otto and Subarus Resolve [HDTV-1080p][Opus 2.0][x265].mkv","anime","0.03 GiB","00:03:01","HEVC","Main 10","-","1094 kb/s","23.976","1920x1080","[ja, Opus, 191 kb/s, 2ch, default]","[en, ASS, default]","ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S00E32 - Re-Zero Starting Break Time from Zero Ottos Diary 03 [HDTV-1080p][Opus 2.0][x265].mkv","anime","0.02 GiB","00:03:01","HEVC","Main 10","-","599 kb/s","23.976","1920x1080","[ja, Opus, 199 kb/s, 2ch, default]","[en, ASS, default]","ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S00E20 - Re-PETIT 9 Watermelon Game [HDTV-1080p][Opus 2.0][x265].mkv","anime","0.02 GiB","00:02:31","HEVC","Main 10","-","1096 kb/s","23.976","1920x1080","[ja, Opus, 190 kb/s, 2ch, default]","[en, ASS, default]","ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S00E13 - Re-PETIT 2 Beatrice Self-Proclaimed Teacher [HDTV-1080p][Opus 2.0][x265]-Proclaimed.mkv","anime","0.02 GiB","00:02:31","HEVC","Main 10","-","691 kb/s","23.976","1920x1080","[ja, Opus, 194 kb/s, 2ch, default]","[en, ASS, default]","ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S00E36 - Re-Zero Starting Break Time from Zero Ottos Diary 06 [HDTV-1080p][Opus 2.0][x265].mkv","anime","0.02 GiB","00:03:01","HEVC","Main 10","-","630 kb/s","23.976","1920x1080","[ja, Opus, 196 kb/s, 2ch, default]","[en, ASS, default]","ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S00E34 - Re-Zero Starting Break Time from Zero Ottos Diary 04 [HDTV-1080p][Opus 2.0][x265].mkv","anime","0.02 GiB","00:03:01","HEVC","Main 10","-","864 kb/s","23.976","1920x1080","[ja, Opus, 195 kb/s, 2ch, default]","[en, ASS, default]","ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S00E10 - Re-ZERO ~Starting Break Time From Zero~ World 2-5-3 Side C [HDTV-1080p][Opus 2.0][x265]-5-3.mkv","anime","0.02 GiB","00:02:31","HEVC","Main 10","-","664 kb/s","23.976","1920x1080","[ja, Opus, 198 kb/s, 2ch, default]","[en, ASS, default]","ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S00E45 - Re-Zero Starting Break Time from Zero Ottos Diary 8 [HDTV-1080p][Opus 2.0][x265].mkv","anime","0.02 GiB","00:03:01","HEVC","Main 10","-","757 kb/s","23.976","1920x1080","[ja, Opus, 198 kb/s, 2ch, default]","[en, ASS, default]","ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S00E15 - Re-PETIT 4 That Menu Item Is [HDTV-1080p][Opus 2.0][x265].mkv","anime","0.01 GiB","00:02:31","HEVC","Main 10","-","570 kb/s","23.976","1920x1080","[ja, Opus, 195 kb/s, 2ch, default]","[en, ASS, default]","ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S00E03 - Re-ZERO ~Starting Break Time From Zero~ World 1-4 Epilogue [HDTV-1080p][Opus 2.0][x265].mkv","anime","0.02 GiB","00:02:31","HEVC","Main 10","-","651 kb/s","23.976","1920x1080","[ja, Opus, 195 kb/s, 2ch, default]","[en, ASS, default]","ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S00E11 - Re-ZERO ~Starting Break Time From Zero~ World 2-5 Epilogue [HDTV-1080p][Opus 2.0][x265].mkv","anime","0.01 GiB","00:02:31","HEVC","Main 10","-","538 kb/s","23.976","1920x1080","[ja, Opus, 200 kb/s, 2ch, default]","[en, ASS, default]","ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S00E31 - Re-Zero Starting Break Time from Zero Ottos Diary 02 [HDTV-1080p][Opus 2.0][x265].mkv","anime","0.01 GiB","00:03:01","HEVC","Main 10","-","494 kb/s","23.976","1920x1080","[ja, Opus, 201 kb/s, 2ch, default]","[en, ASS, default]","ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S00E46 - Re-Zero Starting Break Time from Zero Witchs Tea Confectionery [HDTV-1080p][Opus 2.0][x265].mkv","anime","0.02 GiB","00:03:01","HEVC","Main 10","-","937 kb/s","23.976","1920x1080","[ja, Opus, 189 kb/s, 2ch, default]","[en, ASS, default]","ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S01E20 - 020 - Wilhelm van Astrea [HDTV-1080p][Opus 2.0][EN+JA][x265 10bit].mkv","anime","0.46 GiB","00:25:15","HEVC","Main 10","-","2205 kb/s","23.976","1920x1080","[en, Opus, 121 kb/s, 2ch, default]; [ja, Opus, 183 kb/s, 2ch]","[en, ASS, default|forced]; [en, ASS, default]","en,ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S00E04 - Re-ZERO ~Starting Break Time From Zero~ World 2-1 [HDTV-1080p][Opus 2.0][x265].mkv","anime","0.01 GiB","00:02:31","HEVC","Main 10","-","423 kb/s","23.976","1920x1080","[ja, Opus, 199 kb/s, 2ch, default]","[en, ASS, default]","ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S01E14 - 014 - The Sickness Called Despair [HDTV-1080p][Opus 2.0][EN+JA][x265 10bit].mkv","anime","0.34 GiB","00:26:38","HEVC","Main 10","-","1420 kb/s","23.976","1920x1080","[en, Opus, 123 kb/s, 2ch, default]; [ja, Opus, 186 kb/s, 2ch]","[en, ASS, default|forced]; [en, ASS, default]","en,ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S00E42 - Re-Zero Starting Break Time from Zero Ottos Diary 07 [HDTV-1080p][Opus 2.0][x265].mkv","anime","0.02 GiB","00:03:01","HEVC","Main 10","-","516 kb/s","23.976","1920x1080","[ja, Opus, 195 kb/s, 2ch, default]","[en, ASS, default]","ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S00E40 - Re-Zero Starting Break Time from Zero Diary of the Dark Work Sisters [HDTV-1080p][Opus 2.0][x265].mkv","anime","0.01 GiB","00:03:01","HEVC","Main 10","-","390 kb/s","23.976","1920x1080","[ja, Opus, 196 kb/s, 2ch, default]","[en, ASS, default]","ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S00E26 - Memory Snow [HDTV-1080p][AAC 2.0][x265].mkv","anime","1.04 GiB","01:00:11","HEVC","Main 10","-","2036 kb/s","23.976","1920x1080","[en, AAC, 132 kb/s, 2ch, default]; [ja, Opus, 261 kb/s, 2ch]","[en, ASS, default|forced]; [en, ASS, default]","en,ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S01E10 - 010 - Fanatical Methods Like a Demon [HDTV-1080p][Opus 2.0][EN+JA][x265 10bit].mkv","anime","0.5 GiB","00:25:07","HEVC","Main 10","-","2314 kb/s","23.976","1920x1080","[en, Opus, 123 kb/s, 2ch, default]; [ja, Opus, 187 kb/s, 2ch]","[en, ASS, default|forced]; [en, ASS, default]","en,ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S01E09 - 009 - The Meaning of Courage [HDTV-1080p][Opus 2.0][EN+JA][x265 10bit].mkv","anime","0.29 GiB","00:25:34","HEVC","Main 10","-","1261 kb/s","23.976","1920x1080","[en, Opus, 123 kb/s, 2ch, default]; [ja, Opus, 186 kb/s, 2ch]","[en, ASS, default|forced]; [en, ASS, default]","en,ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S01E07 - 007 - Natsuki Subarus Restart [HDTV-1080p][Opus 2.0][EN+JA][x265 10bit].mkv","anime","0.39 GiB","00:24:59","HEVC","Main 10","-","1911 kb/s","23.976","1920x1080","[en, Opus, 123 kb/s, 2ch, default]; [ja, Opus, 186 kb/s, 2ch]","[en, ASS, default|forced]; [en, ASS, default]","en,ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S01E25 - 025 - Thats All This Story Is About [HDTV-1080p][Opus 2.0][EN+JA][x265 10bit].mkv","anime","0.46 GiB","00:27:16","HEVC","Main 10","-","2122 kb/s","23.946","1920x1080","[en, Opus, 121 kb/s, 2ch, default]; [ja, Opus, 184 kb/s, 2ch]","[en, ASS, default|forced]; [en, ASS, default]","en,ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S01E23 - 023 - Nefarious Sloth [HDTV-1080p][Opus 2.0][EN+JA][x265 10bit].mkv","anime","0.38 GiB","00:25:24","HEVC","Main 10","-","1747 kb/s","23.976","1920x1080","[en, Opus, 123 kb/s, 2ch, default]; [ja, Opus, 187 kb/s, 2ch]","[en, ASS, default|forced]; [en, ASS, default]","en,ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S01E11 - 011 - Rem [HDTV-1080p][Opus 2.0][EN+JA][x265 10bit].mkv","anime","0.49 GiB","00:25:01","HEVC","Main 10","-","2470 kb/s","23.976","1920x1080","[en, Opus, 125 kb/s, 2ch, default]; [ja, Opus, 190 kb/s, 2ch]","[en, ASS, default|forced]; [en, ASS, default]","en,ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S01E08 - 008 - I Cried Cried My Lungs Out and Stopped Crying [HDTV-1080p][Opus 2.0][EN+JA][x265 10bit].mkv","anime","0.36 GiB","00:25:19","HEVC","Main 10","-","1585 kb/s","23.976","1920x1080","[en, Opus, 123 kb/s, 2ch, default]; [ja, Opus, 184 kb/s, 2ch]","[en, ASS, default|forced]; [en, ASS, default]","en,ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S01E13 - 013 - Self-Proclaimed Knight Natsuki Subaru [HDTV-1080p][Opus 2.0][EN+JA][x265 10bit]-Proclaimed.mkv","anime","0.27 GiB","00:25:11","HEVC","Main 10","-","1238 kb/s","23.976","1920x1080","[en, Opus, 124 kb/s, 2ch, default]; [ja, Opus, 189 kb/s, 2ch]","[en, ASS, default|forced]; [en, ASS, default]","en,ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S01E21 - 021 - A Wager That Defies Despair [HDTV-1080p][Opus 2.0][EN+JA][x265 10bit].mkv","anime","0.32 GiB","00:25:30","HEVC","Main 10","-","1452 kb/s","23.976","1920x1080","[en, Opus, 125 kb/s, 2ch, default]; [ja, Opus, 189 kb/s, 2ch]","[en, ASS, default|forced]; [en, ASS, default]","en,ja","en"
"Re - ZERO, Starting Life in Another World (2016) - S01E12 - 012 - Return to the Capital [HDTV-1080p][Opus 2.0][EN+JA][x265 10bit].mkv","anime","0.29 GiB","00:25:09","HEVC","Main 10","-","1321 kb/s","23.976","1920x1080","[en, Opus, 125 kb/s, 2ch, default]; [ja, Opus, 191 kb/s, 2ch]","[en, ASS, default|forced]; [en, ASS, default]","en,ja","en"
